cnty_fips,County,State,Value,theme_range
01001,Autauga,AL,218.6,190.4 - 220.8 (640)
01003,Baldwin,AL,198.3,190.4 - 220.8 (640)
01005,Barbour,AL,258.9,220.9 - 568.7 (640)
01007,Bibb,AL,222.6,220.9 - 568.7 (640)
01009,Blount,AL,216.8,190.4 - 220.8 (640)
01011,Bullock,AL,223.9,220.9 - 568.7 (640)
01013,Butler,AL,244.3,220.9 - 568.7 (640)
01015,Calhoun,AL,303.2,220.9 - 568.7 (640)
01017,Chambers,AL,203.1,190.4 - 220.8 (640)
01019,Cherokee,AL,255.2,220.9 - 568.7 (640)
01021,Chilton,AL,274.8,220.9 - 568.7 (640)
01023,Choctaw,AL,281.5,220.9 - 568.7 (640)
01025,Clarke,AL,238.4,220.9 - 568.7 (640)
01027,Clay,AL,286.3,220.9 - 568.7 (640)
01029,Cleburne,AL,285.1,220.9 - 568.7 (640)
01031,Coffee,AL,213.3,190.4 - 220.8 (640)
01033,Colbert,AL,283.6,220.9 - 568.7 (640)
01035,Conecuh,AL,247.4,220.9 - 568.7 (640)
01037,Coosa,AL,231.1,220.9 - 568.7 (640)
01039,Covington,AL,257.3,220.9 - 568.7 (640)
01041,Crenshaw,AL,243.3,220.9 - 568.7 (640)
01043,Cullman,AL,225,220.9 - 568.7 (640)
01045,Dale,AL,225.6,220.9 - 568.7 (640)
01047,Dallas,AL,303.9,220.9 - 568.7 (640)
01049,DeKalb,AL,281.6,220.9 - 568.7 (640)
01051,Elmore,AL,238,220.9 - 568.7 (640)
01053,Escambia,AL,238.7,220.9 - 568.7 (640)
01055,Etowah,AL,286.1,220.9 - 568.7 (640)
01057,Fayette,AL,236.9,220.9 - 568.7 (640)
01059,Franklin,AL,273.7,220.9 - 568.7 (640)
01061,Geneva,AL,230.8,220.9 - 568.7 (640)
01063,Greene,AL,249.9,220.9 - 568.7 (640)
01065,Hale,AL,247,220.9 - 568.7 (640)
01067,Henry,AL,214.3,190.4 - 220.8 (640)
01069,Houston,AL,193.3,190.4 - 220.8 (640)
01071,Jackson,AL,265.8,220.9 - 568.7 (640)
01073,Jefferson,AL,198.5,190.4 - 220.8 (640)
01075,Lamar,AL,248.7,220.9 - 568.7 (640)
01077,Lauderdale,AL,206.5,190.4 - 220.8 (640)
01079,Lawrence,AL,264.3,220.9 - 568.7 (640)
01081,Lee,AL,191.6,190.4 - 220.8 (640)
01083,Limestone,AL,235.6,220.9 - 568.7 (640)
01085,Lowndes,AL,235.1,220.9 - 568.7 (640)
01087,Macon,AL,285,220.9 - 568.7 (640)
01089,Madison,AL,201.7,190.4 - 220.8 (640)
01091,Marengo,AL,285.9,220.9 - 568.7 (640)
01093,Marion,AL,298,220.9 - 568.7 (640)
01095,Marshall,AL,264.5,220.9 - 568.7 (640)
01097,Mobile,AL,231.9,220.9 - 568.7 (640)
01099,Monroe,AL,206.5,190.4 - 220.8 (640)
01101,Montgomery,AL,186.9,169.5 - 190.3 (639)
01103,Morgan,AL,241.6,220.9 - 568.7 (640)
01105,Perry,AL,281.2,220.9 - 568.7 (640)
01107,Pickens,AL,238.2,220.9 - 568.7 (640)
01109,Pike,AL,220.2,190.4 - 220.8 (640)
01111,Randolph,AL,295.1,220.9 - 568.7 (640)
01113,Russell,AL,182.2,169.5 - 190.3 (639)
01115,St. Clair,AL,229.7,220.9 - 568.7 (640)
01117,Shelby,AL,158.2,147 - 169.4 (640)
01119,Sumter,AL,248.8,220.9 - 568.7 (640)
01121,Talladega,AL,242.1,220.9 - 568.7 (640)
01123,Tallapoosa,AL,225,220.9 - 568.7 (640)
01125,Tuscaloosa,AL,214.4,190.4 - 220.8 (640)
01127,Walker,AL,349.3,220.9 - 568.7 (640)
01129,Washington,AL,265.9,220.9 - 568.7 (640)
01131,Wilcox,AL,406.6,220.9 - 568.7 (640)
01133,Winston,AL,227.4,220.9 - 568.7 (640)
02013,Aleutians East,AK,56.2,56.2 - 146.9 (641)
02016,Aleutians West,AK,105.9,56.2 - 146.9 (641)
02020,Anchorage,AK,133.7,56.2 - 146.9 (641)
02050,Bethel,AK,191.3,190.4 - 220.8 (640)
02060,Bristol Bay,AK,-1,
02068,Denali,AK,157.6,147 - 169.4 (640)
02070,Dillingham,AK,213.9,190.4 - 220.8 (640)
02090,Fairbanks North Star,AK,157.6,147 - 169.4 (640)
02100,Haines,AK,151.7,147 - 169.4 (640)
02110,Juneau,AK,151.7,147 - 169.4 (640)
02122,Kenai Peninsula,AK,156.3,147 - 169.4 (640)
02130,Ketchikan Gateway,AK,167,147 - 169.4 (640)
02150,Kodiak Island,AK,139.3,56.2 - 146.9 (641)
02164,Lake and Peninsula,AK,207.6,190.4 - 220.8 (640)
02170,Matanuska-Susitna,AK,126.8,56.2 - 146.9 (641)
02180,Nome,AK,196.3,190.4 - 220.8 (640)
02185,North Slope,AK,169.5,169.5 - 190.3 (639)
02188,Northwest Arctic,AK,175.6,169.5 - 190.3 (639)
02201,Prince of Wales-Outer Ketchikan,AK,-1,
02220,Sitka,AK,133.8,56.2 - 146.9 (641)
02232,Skagway-Hoonah-Angoon,AK,-1,
02240,Southeast Fairbanks,AK,149.5,147 - 169.4 (640)
02261,Valdez-Cordova,AK,138.5,56.2 - 146.9 (641)
02270,Wade Hampton,AK,211.2,190.4 - 220.8 (640)
02280,Wrangell-Petersburg,AK,-1,
02282,Yakutat,AK,-1,
02290,Yukon-Koyukuk,AK,155.3,147 - 169.4 (640)
04001,Apache,AZ,141.6,56.2 - 146.9 (641)
04003,Cochise,AZ,159.2,147 - 169.4 (640)
04005,Coconino,AZ,121.4,56.2 - 146.9 (641)
04007,Gila,AZ,149,147 - 169.4 (640)
04009,Graham,AZ,145.7,56.2 - 146.9 (641)
04011,Greenlee,AZ,151.6,147 - 169.4 (640)
04012,La Paz,AZ,190.8,190.4 - 220.8 (640)
04013,Maricopa,AZ,131.4,56.2 - 146.9 (641)
04015,Mohave,AZ,230.9,220.9 - 568.7 (640)
04017,Navajo,AZ,142.5,56.2 - 146.9 (641)
04019,Pima,AZ,140.2,56.2 - 146.9 (641)
04021,Pinal,AZ,127.5,56.2 - 146.9 (641)
04023,Santa Cruz,AZ,132.8,56.2 - 146.9 (641)
04025,Yavapai,AZ,141.7,56.2 - 146.9 (641)
04027,Yuma,AZ,120.7,56.2 - 146.9 (641)
05001,Arkansas,AR,227.4,220.9 - 568.7 (640)
05003,Ashley,AR,255.4,220.9 - 568.7 (640)
05005,Baxter,AR,183.9,169.5 - 190.3 (639)
05007,Benton,AR,153.5,147 - 169.4 (640)
05009,Boone,AR,245,220.9 - 568.7 (640)
05011,Bradley,AR,297.7,220.9 - 568.7 (640)
05013,Calhoun,AR,251,220.9 - 568.7 (640)
05015,Carroll,AR,178.6,169.5 - 190.3 (639)
05017,Chicot,AR,259.7,220.9 - 568.7 (640)
05019,Clark,AR,239.7,220.9 - 568.7 (640)
05021,Clay,AR,250.9,220.9 - 568.7 (640)
05023,Cleburne,AR,197.6,190.4 - 220.8 (640)
05025,Cleveland,AR,295.2,220.9 - 568.7 (640)
05027,Columbia,AR,229.6,220.9 - 568.7 (640)
05029,Conway,AR,230.2,220.9 - 568.7 (640)
05031,Craighead,AR,231,220.9 - 568.7 (640)
05033,Crawford,AR,220.3,190.4 - 220.8 (640)
05035,Crittenden,AR,210.8,190.4 - 220.8 (640)
05037,Cross,AR,206.8,190.4 - 220.8 (640)
05039,Dallas,AR,236,220.9 - 568.7 (640)
05041,Desha,AR,358,220.9 - 568.7 (640)
05043,Drew,AR,246.3,220.9 - 568.7 (640)
05045,Faulkner,AR,180.7,169.5 - 190.3 (639)
05047,Franklin,AR,223.3,220.9 - 568.7 (640)
05049,Fulton,AR,217,190.4 - 220.8 (640)
05051,Garland,AR,216.3,190.4 - 220.8 (640)
05053,Grant,AR,185.8,169.5 - 190.3 (639)
05055,Greene,AR,231.5,220.9 - 568.7 (640)
05057,Hempstead,AR,237.9,220.9 - 568.7 (640)
05059,Hot Spring,AR,216.8,190.4 - 220.8 (640)
05061,Howard,AR,242.9,220.9 - 568.7 (640)
05063,Independence,AR,262.8,220.9 - 568.7 (640)
05065,Izard,AR,219.4,190.4 - 220.8 (640)
05067,Jackson,AR,248.5,220.9 - 568.7 (640)
05069,Jefferson,AR,300.5,220.9 - 568.7 (640)
05071,Johnson,AR,231.1,220.9 - 568.7 (640)
05073,Lafayette,AR,221.8,220.9 - 568.7 (640)
05075,Lawrence,AR,238.4,220.9 - 568.7 (640)
05077,Lee,AR,271.8,220.9 - 568.7 (640)
05079,Lincoln,AR,280.5,220.9 - 568.7 (640)
05081,Little River,AR,260.2,220.9 - 568.7 (640)
05083,Logan,AR,234.1,220.9 - 568.7 (640)
05085,Lonoke,AR,205.7,190.4 - 220.8 (640)
05087,Madison,AR,246.4,220.9 - 568.7 (640)
05089,Marion,AR,183.2,169.5 - 190.3 (639)
05091,Miller,AR,227.6,220.9 - 568.7 (640)
05093,Mississippi,AR,271.1,220.9 - 568.7 (640)
05095,Monroe,AR,256.5,220.9 - 568.7 (640)
05097,Montgomery,AR,231,220.9 - 568.7 (640)
05099,Nevada,AR,241.3,220.9 - 568.7 (640)
05101,Newton,AR,232.9,220.9 - 568.7 (640)
05103,Ouachita,AR,229.4,220.9 - 568.7 (640)
05105,Perry,AR,202.5,190.4 - 220.8 (640)
05107,Phillips,AR,260.2,220.9 - 568.7 (640)
05109,Pike,AR,245.3,220.9 - 568.7 (640)
05111,Poinsett,AR,281.1,220.9 - 568.7 (640)
05113,Polk,AR,250,220.9 - 568.7 (640)
05115,Pope,AR,221.7,220.9 - 568.7 (640)
05117,Prairie,AR,230.5,220.9 - 568.7 (640)
05119,Pulaski,AR,194,190.4 - 220.8 (640)
05121,Randolph,AR,246,220.9 - 568.7 (640)
05123,St. Francis,AR,253.5,220.9 - 568.7 (640)
05125,Saline,AR,174.1,169.5 - 190.3 (639)
05127,Scott,AR,226.7,220.9 - 568.7 (640)
05129,Searcy,AR,212.8,190.4 - 220.8 (640)
05131,Sebastian,AR,215.6,190.4 - 220.8 (640)
05133,Sevier,AR,232.1,220.9 - 568.7 (640)
05135,Sharp,AR,255.8,220.9 - 568.7 (640)
05137,Stone,AR,202.4,190.4 - 220.8 (640)
05139,Union,AR,210.9,190.4 - 220.8 (640)
05141,Van Buren,AR,194.8,190.4 - 220.8 (640)
05143,Washington,AR,230.3,220.9 - 568.7 (640)
05145,White,AR,247.8,220.9 - 568.7 (640)
05147,Woodruff,AR,258.1,220.9 - 568.7 (640)
05149,Yell,AR,245.3,220.9 - 568.7 (640)
06001,Alameda,CA,116.3,56.2 - 146.9 (641)
06003,Alpine,CA,145.9,56.2 - 146.9 (641)
06005,Amador,CA,161.2,147 - 169.4 (640)
06007,Butte,CA,173.5,169.5 - 190.3 (639)
06009,Calaveras,CA,176.3,169.5 - 190.3 (639)
06011,Colusa,CA,158.7,147 - 169.4 (640)
06013,Contra Costa,CA,116.4,56.2 - 146.9 (641)
06015,Del Norte,CA,197.8,190.4 - 220.8 (640)
06017,El Dorado,CA,137.5,56.2 - 146.9 (641)
06019,Fresno,CA,168,147 - 169.4 (640)
06021,Glenn,CA,168.5,147 - 169.4 (640)
06023,Humboldt,CA,175,169.5 - 190.3 (639)
06025,Imperial,CA,150.4,147 - 169.4 (640)
06027,Inyo,CA,167.6,147 - 169.4 (640)
06029,Kern,CA,204,190.4 - 220.8 (640)
06031,Kings,CA,160.1,147 - 169.4 (640)
06033,Lake,CA,201.2,190.4 - 220.8 (640)
06035,Lassen,CA,191.1,190.4 - 220.8 (640)
06037,Los Angeles,CA,154.4,147 - 169.4 (640)
06039,Madera,CA,168.7,147 - 169.4 (640)
06041,Marin,CA,101.1,56.2 - 146.9 (641)
06043,Mariposa,CA,175,169.5 - 190.3 (639)
06045,Mendocino,CA,162.8,147 - 169.4 (640)
06047,Merced,CA,173.2,169.5 - 190.3 (639)
06049,Modoc,CA,185.9,169.5 - 190.3 (639)
06051,Mono,CA,149.8,147 - 169.4 (640)
06053,Monterey,CA,116.7,56.2 - 146.9 (641)
06055,Napa,CA,140.2,56.2 - 146.9 (641)
06057,Nevada,CA,121.6,56.2 - 146.9 (641)
06059,Orange,CA,138.1,56.2 - 146.9 (641)
06061,Placer,CA,129.2,56.2 - 146.9 (641)
06063,Plumas,CA,177,169.5 - 190.3 (639)
06065,Riverside,CA,168.4,147 - 169.4 (640)
06067,Sacramento,CA,162.4,147 - 169.4 (640)
06069,San Benito,CA,127.3,56.2 - 146.9 (641)
06071,San Bernardino,CA,184.5,169.5 - 190.3 (639)
06073,San Diego,CA,135.9,56.2 - 146.9 (641)
06075,San Francisco,CA,109.7,56.2 - 146.9 (641)
06077,San Joaquin,CA,166.9,147 - 169.4 (640)
06079,San Luis Obispo,CA,121.2,56.2 - 146.9 (641)
06081,San Mateo,CA,114.5,56.2 - 146.9 (641)
06083,Santa Barbara,CA,132.7,56.2 - 146.9 (641)
06085,Santa Clara,CA,105.7,56.2 - 146.9 (641)
06087,Santa Cruz,CA,125.8,56.2 - 146.9 (641)
06089,Shasta,CA,190.4,190.4 - 220.8 (640)
06091,Sierra,CA,161.8,147 - 169.4 (640)
06093,Siskiyou,CA,182.7,169.5 - 190.3 (639)
06095,Solano,CA,124.7,56.2 - 146.9 (641)
06097,Sonoma,CA,130.8,56.2 - 146.9 (641)
06099,Stanislaus,CA,198.4,190.4 - 220.8 (640)
06101,Sutter,CA,175.7,169.5 - 190.3 (639)
06103,Tehama,CA,173.7,169.5 - 190.3 (639)
06105,Trinity,CA,182.6,169.5 - 190.3 (639)
06107,Tulare,CA,190.3,169.5 - 190.3 (639)
06109,Tuolumne,CA,170.2,169.5 - 190.3 (639)
06111,Ventura,CA,131.4,56.2 - 146.9 (641)
06113,Yolo,CA,137.9,56.2 - 146.9 (641)
06115,Yuba,CA,206.2,190.4 - 220.8 (640)
08001,Adams,CO,135.7,56.2 - 146.9 (641)
08003,Alamosa,CO,153.7,147 - 169.4 (640)
08005,Arapahoe,CO,109,56.2 - 146.9 (641)
08007,Archuleta,CO,118.8,56.2 - 146.9 (641)
08009,Baca,CO,137.4,56.2 - 146.9 (641)
08011,Bent,CO,156.8,147 - 169.4 (640)
08013,Boulder,CO,116.4,56.2 - 146.9 (641)
08014,Broomfield,CO,123.9,56.2 - 146.9 (641)
08015,Chaffee,CO,125.5,56.2 - 146.9 (641)
08017,Cheyenne,CO,125.3,56.2 - 146.9 (641)
08019,Clear Creek,CO,135.9,56.2 - 146.9 (641)
08021,Conejos,CO,150.6,147 - 169.4 (640)
08023,Costilla,CO,130.7,56.2 - 146.9 (641)
08025,Crowley,CO,136,56.2 - 146.9 (641)
08027,Custer,CO,137.7,56.2 - 146.9 (641)
08029,Delta,CO,150.7,147 - 169.4 (640)
08031,Denver,CO,145.9,56.2 - 146.9 (641)
08033,Dolores,CO,130.8,56.2 - 146.9 (641)
08035,Douglas,CO,84.6,56.2 - 146.9 (641)
08037,Eagle,CO,77.7,56.2 - 146.9 (641)
08039,Elbert,CO,113.8,56.2 - 146.9 (641)
08041,El Paso,CO,133.1,56.2 - 146.9 (641)
08043,Fremont,CO,150.6,147 - 169.4 (640)
08045,Garfield,CO,134.3,56.2 - 146.9 (641)
08047,Gilpin,CO,125.5,56.2 - 146.9 (641)
08049,Grand,CO,116.9,56.2 - 146.9 (641)
08051,Gunnison,CO,106,56.2 - 146.9 (641)
08053,Hinsdale,CO,112.3,56.2 - 146.9 (641)
08055,Huerfano,CO,134.1,56.2 - 146.9 (641)
08057,Jackson,CO,120.8,56.2 - 146.9 (641)
08059,Jefferson,CO,133.2,56.2 - 146.9 (641)
08061,Kiowa,CO,147.4,147 - 169.4 (640)
08063,Kit Carson,CO,132.9,56.2 - 146.9 (641)
08065,Lake,CO,176.5,169.5 - 190.3 (639)
08067,La Plata,CO,126,56.2 - 146.9 (641)
08069,Larimer,CO,120.4,56.2 - 146.9 (641)
08071,Las Animas,CO,131.5,56.2 - 146.9 (641)
08073,Lincoln,CO,122.8,56.2 - 146.9 (641)
08075,Logan,CO,133.4,56.2 - 146.9 (641)
08077,Mesa,CO,147.5,147 - 169.4 (640)
08079,Mineral,CO,124.5,56.2 - 146.9 (641)
08081,Moffat,CO,114.5,56.2 - 146.9 (641)
08083,Montezuma,CO,143.2,56.2 - 146.9 (641)
08085,Montrose,CO,144.2,56.2 - 146.9 (641)
08087,Morgan,CO,134.8,56.2 - 146.9 (641)
08089,Otero,CO,195.3,190.4 - 220.8 (640)
08091,Ouray,CO,112.2,56.2 - 146.9 (641)
08093,Park,CO,102.7,56.2 - 146.9 (641)
08095,Phillips,CO,151,147 - 169.4 (640)
08097,Pitkin,CO,57.8,56.2 - 146.9 (641)
08099,Prowers,CO,124.5,56.2 - 146.9 (641)
08101,Pueblo,CO,134.2,56.2 - 146.9 (641)
08103,Rio Blanco,CO,120.3,56.2 - 146.9 (641)
08105,Rio Grande,CO,153.7,147 - 169.4 (640)
08107,Routt,CO,100.8,56.2 - 146.9 (641)
08109,Saguache,CO,148.1,147 - 169.4 (640)
08111,San Juan,CO,126.4,56.2 - 146.9 (641)
08113,San Miguel,CO,118.2,56.2 - 146.9 (641)
08115,Sedgwick,CO,153.7,147 - 169.4 (640)
08117,Summit,CO,68.8,56.2 - 146.9 (641)
08119,Teller,CO,150.4,147 - 169.4 (640)
08121,Washington,CO,119.7,56.2 - 146.9 (641)
08123,Weld,CO,131.2,56.2 - 146.9 (641)
08125,Yuma,CO,140.8,56.2 - 146.9 (641)
09001,Fairfield,CT,137.6,56.2 - 146.9 (641)
09003,Hartford,CT,150.5,147 - 169.4 (640)
09005,Litchfield,CT,166.2,147 - 169.4 (640)
09007,Middlesex,CT,148.1,147 - 169.4 (640)
09009,New Haven,CT,148.8,147 - 169.4 (640)
09011,New London,CT,149.3,147 - 169.4 (640)
09013,Tolland,CT,149.6,147 - 169.4 (640)
09015,Windham,CT,165.7,147 - 169.4 (640)
10001,Kent,DE,179.2,169.5 - 190.3 (639)
10003,New Castle,DE,155.4,147 - 169.4 (640)
10005,Sussex,DE,183.9,169.5 - 190.3 (639)
11001,District of Columbia,DC,202.6,190.4 - 220.8 (640)
12001,Alachua,FL,137.8,56.2 - 146.9 (641)
12003,Baker,FL,190.4,190.4 - 220.8 (640)
12005,Bay,FL,195.7,190.4 - 220.8 (640)
12007,Bradford,FL,173.2,169.5 - 190.3 (639)
12009,Brevard,FL,162.8,147 - 169.4 (640)
12011,Broward,FL,149.2,147 - 169.4 (640)
12013,Calhoun,FL,195.4,190.4 - 220.8 (640)
12015,Charlotte,FL,129,56.2 - 146.9 (641)
12017,Citrus,FL,197.6,190.4 - 220.8 (640)
12019,Clay,FL,152.6,147 - 169.4 (640)
12021,Collier,FL,94.8,56.2 - 146.9 (641)
12023,Columbia,FL,179.6,169.5 - 190.3 (639)
12027,DeSoto,FL,141.1,56.2 - 146.9 (641)
12029,Dixie,FL,177.7,169.5 - 190.3 (639)
12031,Duval,FL,179.9,169.5 - 190.3 (639)
12033,Escambia,FL,187.4,169.5 - 190.3 (639)
12035,Flagler,FL,142.6,56.2 - 146.9 (641)
12037,Franklin,FL,181.4,169.5 - 190.3 (639)
12039,Gadsden,FL,190.1,169.5 - 190.3 (639)
12041,Gilchrist,FL,143.4,56.2 - 146.9 (641)
12043,Glades,FL,133.8,56.2 - 146.9 (641)
12045,Gulf,FL,193.4,190.4 - 220.8 (640)
12047,Hamilton,FL,211.3,190.4 - 220.8 (640)
12049,Hardee,FL,155.1,147 - 169.4 (640)
12051,Hendry,FL,154.4,147 - 169.4 (640)
12053,Hernando,FL,144.6,56.2 - 146.9 (641)
12055,Highlands,FL,155.8,147 - 169.4 (640)
12057,Hillsborough,FL,161.8,147 - 169.4 (640)
12059,Holmes,FL,253.2,220.9 - 568.7 (640)
12061,Indian River,FL,135,56.2 - 146.9 (641)
12063,Jackson,FL,199.1,190.4 - 220.8 (640)
12065,Jefferson,FL,155.2,147 - 169.4 (640)
12067,Lafayette,FL,179.4,169.5 - 190.3 (639)
12069,Lake,FL,148.5,147 - 169.4 (640)
12071,Lee,FL,139.2,56.2 - 146.9 (641)
12073,Leon,FL,144.1,56.2 - 146.9 (641)
12075,Levy,FL,183.3,169.5 - 190.3 (639)
12077,Liberty,FL,168,147 - 169.4 (640)
12079,Madison,FL,224.1,220.9 - 568.7 (640)
12081,Manatee,FL,141.2,56.2 - 146.9 (641)
12083,Marion,FL,197.1,190.4 - 220.8 (640)
12085,Martin,FL,116,56.2 - 146.9 (641)
12086,Miami-Dade,FL,154.4,147 - 169.4 (640)
12087,Monroe,FL,145.3,56.2 - 146.9 (641)
12089,Nassau,FL,177.9,169.5 - 190.3 (639)
12091,Okaloosa,FL,170.3,169.5 - 190.3 (639)
12093,Okeechobee,FL,218.5,190.4 - 220.8 (640)
12095,Orange,FL,149.7,147 - 169.4 (640)
12097,Osceola,FL,186.1,169.5 - 190.3 (639)
12099,Palm Beach,FL,123.8,56.2 - 146.9 (641)
12101,Pasco,FL,158.3,147 - 169.4 (640)
12103,Pinellas,FL,153.5,147 - 169.4 (640)
12105,Polk,FL,176,169.5 - 190.3 (639)
12107,Putnam,FL,181.4,169.5 - 190.3 (639)
12109,St. Johns,FL,128.3,56.2 - 146.9 (641)
12111,St. Lucie,FL,147.3,147 - 169.4 (640)
12113,Santa Rosa,FL,173.8,169.5 - 190.3 (639)
12115,Sarasota,FL,108.9,56.2 - 146.9 (641)
12117,Seminole,FL,135.9,56.2 - 146.9 (641)
12119,Sumter,FL,131.4,56.2 - 146.9 (641)
12121,Suwannee,FL,207,190.4 - 220.8 (640)
12123,Taylor,FL,187.3,169.5 - 190.3 (639)
12125,Union,FL,247.6,220.9 - 568.7 (640)
12127,Volusia,FL,174.9,169.5 - 190.3 (639)
12129,Wakulla,FL,168.6,147 - 169.4 (640)
12131,Walton,FL,184.6,169.5 - 190.3 (639)
12133,Washington,FL,223.2,220.9 - 568.7 (640)
13001,Appling,GA,262.8,220.9 - 568.7 (640)
13003,Atkinson,GA,218,190.4 - 220.8 (640)
13005,Bacon,GA,238.8,220.9 - 568.7 (640)
13007,Baker,GA,181.6,169.5 - 190.3 (639)
13009,Baldwin,GA,229.8,220.9 - 568.7 (640)
13011,Banks,GA,169.9,169.5 - 190.3 (639)
13013,Barrow,GA,163,147 - 169.4 (640)
13015,Bartow,GA,189.8,169.5 - 190.3 (639)
13017,Ben Hill,GA,237.1,220.9 - 568.7 (640)
13019,Berrien,GA,224.1,220.9 - 568.7 (640)
13021,Bibb,GA,271,220.9 - 568.7 (640)
13023,Bleckley,GA,186.7,169.5 - 190.3 (639)
13025,Brantley,GA,213,190.4 - 220.8 (640)
13027,Brooks,GA,199.1,190.4 - 220.8 (640)
13029,Bryan,GA,179.1,169.5 - 190.3 (639)
13031,Bulloch,GA,174.4,169.5 - 190.3 (639)
13033,Burke,GA,221.1,220.9 - 568.7 (640)
13035,Butts,GA,198.2,190.4 - 220.8 (640)
13037,Calhoun,GA,196.7,190.4 - 220.8 (640)
13039,Camden,GA,192.6,190.4 - 220.8 (640)
13043,Candler,GA,237.1,220.9 - 568.7 (640)
13045,Carroll,GA,226,220.9 - 568.7 (640)
13047,Catoosa,GA,189.8,169.5 - 190.3 (639)
13049,Charlton,GA,173.5,169.5 - 190.3 (639)
13051,Chatham,GA,180.3,169.5 - 190.3 (639)
13053,Chattahoochee,GA,305.5,220.9 - 568.7 (640)
13055,Chattooga,GA,258.7,220.9 - 568.7 (640)
13057,Cherokee,GA,146.3,56.2 - 146.9 (641)
13059,Clarke,GA,170.9,169.5 - 190.3 (639)
13061,Clay,GA,224.1,220.9 - 568.7 (640)
13063,Clayton,GA,197.7,190.4 - 220.8 (640)
13065,Clinch,GA,215.1,190.4 - 220.8 (640)
13067,Cobb,GA,140.4,56.2 - 146.9 (641)
13069,Coffee,GA,185.4,169.5 - 190.3 (639)
13071,Colquitt,GA,208.3,190.4 - 220.8 (640)
13073,Columbia,GA,154.3,147 - 169.4 (640)
13075,Cook,GA,220.6,190.4 - 220.8 (640)
13077,Coweta,GA,198.1,190.4 - 220.8 (640)
13079,Crawford,GA,211.4,190.4 - 220.8 (640)
13081,Crisp,GA,242.6,220.9 - 568.7 (640)
13083,Dade,GA,241.2,220.9 - 568.7 (640)
13085,Dawson,GA,158.9,147 - 169.4 (640)
13087,Decatur,GA,193.4,190.4 - 220.8 (640)
13089,DeKalb,GA,136.3,56.2 - 146.9 (641)
13091,Dodge,GA,213.6,190.4 - 220.8 (640)
13093,Dooly,GA,192.5,190.4 - 220.8 (640)
13095,Dougherty,GA,191.5,190.4 - 220.8 (640)
13097,Douglas,GA,194.3,190.4 - 220.8 (640)
13099,Early,GA,213.4,190.4 - 220.8 (640)
13101,Echols,GA,200.2,190.4 - 220.8 (640)
13103,Effingham,GA,181.2,169.5 - 190.3 (639)
13105,Elbert,GA,217.6,190.4 - 220.8 (640)
13107,Emanuel,GA,236.6,220.9 - 568.7 (640)
13109,Evans,GA,228.8,220.9 - 568.7 (640)
13111,Fannin,GA,177,169.5 - 190.3 (639)
13113,Fayette,GA,140.5,56.2 - 146.9 (641)
13115,Floyd,GA,225.6,220.9 - 568.7 (640)
13117,Forsyth,GA,132.7,56.2 - 146.9 (641)
13119,Franklin,GA,215.2,190.4 - 220.8 (640)
13121,Fulton,GA,160.7,147 - 169.4 (640)
13123,Gilmer,GA,178.3,169.5 - 190.3 (639)
13125,Glascock,GA,210.1,190.4 - 220.8 (640)
13127,Glynn,GA,180.4,169.5 - 190.3 (639)
13129,Gordon,GA,210.9,190.4 - 220.8 (640)
13131,Grady,GA,194.3,190.4 - 220.8 (640)
13133,Greene,GA,156,147 - 169.4 (640)
13135,Gwinnett,GA,138.4,56.2 - 146.9 (641)
13137,Habersham,GA,146.5,56.2 - 146.9 (641)
13139,Hall,GA,144.3,56.2 - 146.9 (641)
13141,Hancock,GA,202.8,190.4 - 220.8 (640)
13143,Haralson,GA,225.3,220.9 - 568.7 (640)
13145,Harris,GA,172.4,169.5 - 190.3 (639)
13147,Hart,GA,183.9,169.5 - 190.3 (639)
13149,Heard,GA,190.1,169.5 - 190.3 (639)
13151,Henry,GA,171.6,169.5 - 190.3 (639)
13153,Houston,GA,182.5,169.5 - 190.3 (639)
13155,Irwin,GA,208.1,190.4 - 220.8 (640)
13157,Jackson,GA,168,147 - 169.4 (640)
13159,Jasper,GA,202.9,190.4 - 220.8 (640)
13161,Jeff Davis,GA,348.3,220.9 - 568.7 (640)
13163,Jefferson,GA,219.9,190.4 - 220.8 (640)
13165,Jenkins,GA,204.3,190.4 - 220.8 (640)
13167,Johnson,GA,197.9,190.4 - 220.8 (640)
13169,Jones,GA,155.9,147 - 169.4 (640)
13171,Lamar,GA,221.5,220.9 - 568.7 (640)
13173,Lanier,GA,213.9,190.4 - 220.8 (640)
13175,Laurens,GA,202.8,190.4 - 220.8 (640)
13177,Lee,GA,202.3,190.4 - 220.8 (640)
13179,Liberty,GA,156.2,147 - 169.4 (640)
13181,Lincoln,GA,208.1,190.4 - 220.8 (640)
13183,Long,GA,227.4,220.9 - 568.7 (640)
13185,Lowndes,GA,213.1,190.4 - 220.8 (640)
13187,Lumpkin,GA,150.9,147 - 169.4 (640)
13189,McDuffie,GA,187.8,169.5 - 190.3 (639)
13191,McIntosh,GA,118,56.2 - 146.9 (641)
13193,Macon,GA,227.6,220.9 - 568.7 (640)
13195,Madison,GA,207.9,190.4 - 220.8 (640)
13197,Marion,GA,240.5,220.9 - 568.7 (640)
13199,Meriwether,GA,232.6,220.9 - 568.7 (640)
13201,Miller,GA,188.7,169.5 - 190.3 (639)
13205,Mitchell,GA,210.6,190.4 - 220.8 (640)
13207,Monroe,GA,208.9,190.4 - 220.8 (640)
